Employee_ID,First Name,Last Name,Gender,MaritalStatus,Department,Grade,Employee_Count,Job_Satisfaction,MonthlyIncome,MonthlyRate,Age,Job Type,Job Experience,Hire_Date,Company_Environment,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Country
422,Joy,Mercer,Male,Married,TECH,1,1,2,2546,18300,29,Permannent,16,3/24/2008,3,2,4,2,United Kingdom
423,Karen,Brown,Female,Single,Human Resources,1,1,4,2564,18437,19,Permannent,16,3/25/2008,1,3,4,1,United Kingdom
424,Molly,Gutierrez,Female,Married,Sales,3,1,1,8412,2890,30,Permannent,16,3/26/2008,3,3,3,9,United Kingdom
425,Scott,Mcmahon,Male,Divorced,Sales,4,1,4,14118,22102,57,Permannent,16,3/27/2008,1,3,2,1,United Kingdom
426,Grace,Bolton,Male,Married,TECH,4,1,3,17046,9314,50,Permannent,16,3/28/2008,2,2,3,27,United Kingdom
427,Kerry,Andersen,Male,Single,TECH,1,1,4,2564,7181,30,Permannent,16,3/29/2008,3,2,2,11,United Kingdom
428,Xavier,Johnston,Male,Married,Sales,3,1,1,10266,2845,60,Permannent,16,3/30/2008,3,5,4,18,United Kingdom
429,Dustin,Hudson,Male,Divorced,TECH,2,1,4,5070,7389,47,Permannent,16,3/31/2008,1,2,3,5,United Kingdom
430,Brendan,Gilbert,Female,Married,TECH,4,1,3,17861,2288,46,Permannent,16,4/1/2008,1,2,1,3,United Kingdom
431,Cory,Forbes,Male,Single,TECH,1,1,3,4230,19225,35,Permannent,16,4/2/2008,4,2,3,5,United Kingdom
432,Carla,Marshall,Male,Single,TECH,2,1,3,3780,23428,54,Permannent,16,4/3/2008,3,3,3,1,United Kingdom
433,Tracy,Jarvis,Female,Divorced,TECH,1,1,3,2768,8416,34,Permannent,16,4/4/2008,4,3,3,7,United Kingdom
434,Anne,Garza,Male,Married,Sales,3,1,4,9071,11563,46,Permannent,16,4/5/2008,3,3,3,3,United Kingdom
435,Megan,Mcdonald,Male,Divorced,TECH,3,1,2,10648,14394,31,Permannent,16,4/6/2008,3,6,4,13,United Kingdom
436,Sydney,Trujillo,Male,Married,TECH,3,1,3,13610,24619,33,Permannent,16,4/7/2008,2,2,4,7,United Kingdom
437,Regina,Mclaughlin,Female,Divorced,TECH,1,1,4,3408,6705,33,Permannent,16,4/8/2008,1,2,3,4,United Kingdom
438,Randy,Bowen,Male,Single,Sales,1,1,2,2983,18398,30,Permannent,16,4/9/2008,4,3,3,3,United Kingdom
439,Darin,Wu,Female,Married,TECH,3,1,3,7632,14295,35,Permannent,16,4/10/2008,4,2,3,8,United Kingdom
440,Tracey,Hurley,Male,Married,TECH,3,1,3,9824,22908,31,Permannent,16,4/11/2008,1,2,3,1,United Kingdom
441,Jocelyn,Hodge,Female,Divorced,Human Resources,3,1,1,9950,11533,34,Permannent,16,4/12/2008,2,2,3,3,United Kingdom
442,Susan,Joseph,Female,Married,TECH,1,1,3,2093,9260,42,Permannent,16,4/13/2008,2,4,3,2,United Kingdom
443,Whitney,Burke,Female,Single,Sales,3,1,4,9980,15318,36,Permannent,16,4/14/2008,2,3,2,10,United Kingdom
444,Emma,Caldwell,Male,Single,TECH,1,1,3,3894,9129,,Permannent,16,4/15/2008,3,3,3,2,United Kingdom
445,Valerie,Koch,Male,Married,Sales,2,1,4,4051,19658,48,Permannent,16,4/16/2008,2,2,3,9,United Kingdom
446,Kiara,Miranda,Female,Single,Sales,4,1,2,16835,9873,55,Permannent,16,4/17/2008,1,2,3,10,United Kingdom
447,Karla,Shelton,Male,Single,Sales,2,1,4,6230,13430,41,Permannent,16,4/18/2008,4,3,3,14,United Kingdom
448,Marisa,Snyder,Male,Married,Sales,2,1,3,4717,18659,35,Permannent,16,4/19/2008,2,2,3,11,United Kingdom
449,Lynn,Cordova,Female,Single,TECH,4,1,3,13237,20364,40,Permannent,16,4/20/2008,2,3,3,20,United Kingdom
450,Sydney,Leonard,Male,Married,TECH,1,1,3,3755,17872,39,Permannent,16,4/21/2008,3,3,3,8,United Kingdom
451,Diane,Patel,Male,Single,Sales,2,1,4,6582,8346,31,Permannent,16,4/22/2008,2,2,4,6,United Kingdom
452,Christian,Zuniga,Female,Married,TECH,3,1,1,7406,6950,42,Permannent,16,4/23/2008,4,5,2,10,United Kingdom
453,Clayton,Hale,Female,Married,Sales,2,1,2,4805,16177,45,Permannent,16,4/24/2008,4,3,4,8,United Kingdom
454,Brandon,Campbell,Male,Divorced,Human Resources,1,1,3,2741,22808,26,Permannent,16,4/25/2008,2,2,2,7,United Kingdom
455,Haley,Gay,Male,Divorced,TECH,2,1,4,4262,22645,29,Permannent,16,4/26/2008,4,2,4,3,United Kingdom
456,Megan,Roberts,Male,Divorced,TECH,4,1,3,16184,22578,33,Permannent,16,4/27/2008,1,2,3,6,United Kingdom
457,Kathleen,Lang,Female,Divorced,Sales,3,1,4,11557,25291,31,Permannent,16,4/28/2008,3,3,2,5,United Kingdom
458,Traci,Duke,Female,Single,Sales,1,1,2,1878,8059,18,Permannent,16,4/29/2008,2,3,3,0,United Kingdom
459,Bryan,Dawson,Male,Divorced,Sales,3,1,1,10932,11373,40,Permannent,16,4/30/2008,3,2,3,1,Australia
460,Caitlyn,Wiggins,Female,Single,TECH,2,1,3,6811,2112,41,Permannent,16,5/1/2008,1,3,3,8,Australia
461,Mary,Salinas,Female,Divorced,Sales,2,1,3,4306,4267,26,Permannent,16,5/2/2008,1,5,3,0,Australia
462,Cassie,Knapp,Male,Single,Sales,2,1,3,4859,6698,35,Permannent,16,5/3/2008,1,3,3,5,Australia
463,Nathaniel,Shaffer,Female,Single,Sales,2,1,4,5337,19921,34,Permannent,16,5/4/2008,4,3,3,10,Australia
464,Marcia,Wilcox,Male,Single,TECH,1,1,4,2340,23213,26,Permannent,16,5/5/2008,3,3,1,1,Australia
465,Jose,Webb,Female,Single,TECH,3,1,4,7491,23848,37,Permannent,16,5/6/2008,2,3,4,6,Australia
466,Drew,Valentine,Female,Married,TECH,3,1,3,10527,8984,46,Permannent,16,5/7/2008,1,3,2,2,Australia
467,Max,Madden,Male,Married,Sales,4,1,1,16595,5626,41,Permannent,16,5/8/2008,2,2,3,18,Australia
468,Valerie,Wright,Male,Divorced,Sales,3,1,2,8834,24666,37,Permannent,16,5/9/2008,1,6,3,9,Australia
469,Elijah,Barnett,Male,Divorced,TECH,2,1,1,5577,22087,52,Permannent,16,5/10/2008,4,3,3,10,Australia
470,Jeanne,Mata,Female,Married,Sales,2,1,3,4707,23914,32,Permannent,16,5/11/2008,4,2,3,4,Australia
471,Sylvia,Cisneros,Female,Married,Sales,1,1,4,2400,5530,24,Permannent,16,5/12/2008,4,3,3,2,Australia
472,Linda,Patterson,Male,Married,TECH,2,1,3,9824,22174,38,Permannent,16,5/13/2008,3,4,3,1,Australia
473,Peggy,Guerrero,Male,Married,TECH,2,1,2,6447,15701,37,Permannent,16,5/14/2008,2,2,2,6,Australia
474,Tracey,George,Male,Divorced,TECH,5,1,3,19502,2125,49,Permannent,16,5/15/2008,4,5,3,31,Australia
475,Curtis,Bolton,Female,Married,TECH,1,1,4,2725,21630,24,Permannent,16,5/16/2008,2,3,3,6,Australia
476,Candice,Cervantes,Male,Married,Sales,2,1,2,6272,7428,26,Permannent,16,5/17/2008,1,5,4,5,Australia
477,Rodney,Obrien,Female,Married,TECH,1,1,2,2127,9100,24,Permannent,16,5/18/2008,4,2,3,1,Australia
478,Jay,Lawson,Male,Married,Human Resources,5,1,2,18200,7999,50,Permannent,16,5/19/2008,1,2,3,32,Australia
479,Shawn,Hogan,Female,Married,Sales,1,1,3,2096,26376,25,Permannent,16,5/20/2008,2,1,3,7,Australia
480,Bob,Park,Male,Married,TECH,1,1,3,2886,14168,24,Permannent,16,5/21/2008,1,4,3,6,Australia
481,Carmen,Stevenson,Female,Married,Sales,1,1,1,2033,14470,30,Permannent,16,5/22/2008,2,2,4,1,Australia
482,Dawn,Hickman,Female,Married,TECH,1,1,4,3622,22794,34,Permannent,16,5/23/2008,2,3,3,6,Australia
483,Elaine,Nichols,Male,Divorced,Sales,2,1,1,4233,11512,31,Permannent,16,5/24/2008,2,2,1,3,Australia
484,Ross,Carrillo,Male,Single,TECH,2,1,4,3681,14004,35,Permannent,16,5/25/2008,1,3,3,3,Australia
485,Blake,Long,Male,Divorced,Sales,2,1,4,5460,6219,31,Permannent,16,5/26/2008,1,4,4,7,Australia
486,Johnny,Phillips,Male,Divorced,TECH,1,1,3,2187,5013,27,Permannent,16,5/27/2008,1,5,2,5,Australia
487,Tanner,Ford,Male,Married,Sales,2,1,3,9602,3010,37,Permannent,16,5/28/2008,4,3,2,3,Australia
488,Louis,Hayden,Female,Single,TECH,1,1,2,2836,11757,20,Permannent,16,5/29/2008,4,0,4,1,Australia
489,Lonnie,Meza,Male,Married,TECH,2,1,4,4089,5718,42,Permannent,16,5/30/2008,3,4,3,10,Australia
490,Kellie,Frye,Male,Divorced,TECH,4,1,4,16627,2671,43,Permannent,16,5/31/2008,2,3,2,1,Australia
491,Claudia,Leon,Male,Single,TECH,1,1,1,2619,14561,38,Permannent,16,6/1/2008,3,3,2,0,Australia
492,Evan,Logan,Female,Divorced,TECH,2,1,3,5679,19627,43,Permannent,16,6/2/2008,4,3,3,8,Australia
493,Monica,Fry,Female,Married,TECH,4,1,1,15402,17997,48,Permannent,16,6/3/2008,4,3,1,3,Australia
494,Caleb,Nguyen,Female,Single,Human Resources,2,1,3,5985,26894,44,Permannent,16,6/4/2008,1,1,4,2,Australia
495,Tasha,Lamb,Female,Divorced,Sales,1,1,3,2579,2912,34,Permannent,16,6/5/2008,3,3,3,8,Australia
496,Alyssa,Cisneros,Female,Divorced,Sales,1,1,1,3041,16346,27,Permannent,16,6/6/2008,3,3,3,4,Australia
497,Seth,Bullock,Female,Single,Sales,1,1,3,3447,24444,21,Permannent,16,6/7/2008,3,2,3,3,Australia
498,Logan,Henry,Male,Married,TECH,5,1,4,19513,9358,44,Permannent,16,6/8/2008,4,2,4,2,Australia
499,Mark,Bishop,Male,Married,TECH,1,1,3,2773,12145,22,Permannent,20,6/9/2008,1,3,3,2,Australia
500,Sheena,Baird,Male,Divorced,Sales,2,1,3,7104,20431,33,Permannent,19,6/10/2008,3,3,3,5,Australia
501,Melody,Clayton,Female,Married,TECH,2,1,4,6322,18089,32,Permannent,19,6/11/2008,1,2,2,6,Australia
502,Sheryl,Yoder,Male,Divorced,TECH,1,1,3,2083,22653,30,Permannent,19,6/12/2008,3,2,3,1,Australia
503,Lynn,Carney,Male,Single,Sales,2,1,1,8381,7507,53,Permannent,19,6/13/2008,4,2,4,14,Australia
504,Carmen,Irwin,Male,Married,TECH,1,1,4,2691,7660,34,Permannent,19,6/14/2008,2,4,2,10,Australia
505,Shelley,Patton,Male,Married,Sales,2,1,1,4286,5630,45,Permannent,19,6/15/2008,1,4,3,1,Australia
506,Jaime,Mays,Male,Married,TECH,1,1,4,2659,17759,26,Permannent,19,6/16/2008,3,2,3,3,Australia
507,Dan,Woodard,Female,Married,TECH,3,1,3,9434,9606,37,Permannent,19,6/17/2008,3,2,3,10,Australia
508,Melinda,Ortega,Male,Married,Sales,2,1,3,5561,3487,29,Permannent,19,6/18/2008,2,5,2,6,Australia
509,Clayton,Flowers,Female,Single,TECH,2,1,4,6646,19368,35,Permannent,19,6/19/2008,2,3,3,17,Australia
510,Rita,Jefferson,Female,Divorced,TECH,2,1,4,7725,5335,33,Permannent,19,6/20/2008,3,2,1,13,Australia
511,Melissa,Palmer,Female,Married,Human Resources,3,1,2,10725,6729,54,Permannent,19,6/21/2008,3,1,4,9,Australia
512,Sally,Strickland,Male,Divorced,TECH,2,1,2,8847,13934,36,Permannent,19,6/22/2008,2,2,3,3,Australia
513,Janice,Wood,Male,Single,TECH,1,1,4,2045,15174,27,Permannent,19,6/23/2008,1,0,3,4,Australia
514,Sean,Velazquez,Male,Single,TECH,1,1,3,1009,26999,20,Permannent,19,6/24/2008,4,5,3,1,Australia
515,Marcia,Berry,Female,Single,TECH,1,1,1,3348,3164,33,Permannent,15,6/25/2012,1,3,3,10,Australia
516,Dustin,Howard,Male,Married,TECH,1,1,3,1281,16900,35,Permannent,15,6/26/2012,3,3,3,1,Australia
517,Jodi,Jordan,Male,Married,TECH,1,1,1,2819,8544,23,Permannent,15,6/27/2012,1,3,4,3,Australia
518,Benjamin,Moses,Female,Married,Sales,2,1,2,4851,15678,25,Permannent,15,6/28/2012,4,4,3,3,Australia
519,Paula,Mooney,Female,Single,Sales,2,1,4,4028,7791,38,Permannent,15,6/29/2012,4,2,3,7,Australia
520,Melvin,Edwards,Male,Divorced,TECH,1,1,4,2720,18959,29,Permannent,15,6/30/2012,2,5,3,10,Australia
521,Kaylee,Cantrell,Female,Married,Sales,2,1,2,8120,18597,48,Permannent,15,7/1/2012,2,3,3,2,Australia
522,Logan,Beck,Male,Divorced,Sales,2,1,4,4647,16673,27,Permannent,15,7/2/2012,4,3,3,6,Australia
523,Preston,Webb,Female,Single,TECH,1,1,4,4680,15232,37,Permannent,15,7/3/2012,4,2,3,1,Australia
524,Bernard,Payne,Male,Married,TECH,1,1,3,3221,3297,50,Permannent,15,7/4/2012,4,3,3,20,Australia
525,Gina,Mays,Female,Single,TECH,3,1,2,8621,17654,34,Permannent,15,7/5/2012,4,3,4,8,Australia
526,Ariel,Wilkinson,Male,Single,Sales,2,1,3,4577,24785,24,Permannent,15,7/6/2012,1,3,3,2,United States
527,Don,Melton,Male,Single,TECH,2,1,3,4553,20978,39,Permannent,15,7/7/2012,4,4,3,20,United States
528,Alex,Burns,Female,Single,Sales,2,1,4,5396,21703,32,Permannent,15,7/8/2012,4,2,2,10,United States
529,Shelia,Spencer,Male,Married,Sales,2,1,3,6796,23452,50,Permannent,15,7/9/2012,2,4,3,4,United States
530,Dominic,Graham,Male,Single,TECH,2,1,4,7625,19383,38,Permannent,15,7/10/2012,2,4,2,9,United States
531,Leslie,Richmond,Male,Married,TECH,3,1,1,7412,6009,27,Permannent,15,7/11/2012,3,3,3,9,United States
532,Amy,Roman,Female,Single,TECH,3,1,4,11159,19373,32,Permannent,15,7/12/2012,3,6,3,7,United States
533,Judy,Meyers,Male,Single,Sales,2,1,1,4960,11825,47,Permannent,15,7/13/2012,4,2,3,7,United States
534,Alex,Morrison,Female,Married,Sales,3,1,1,10475,23772,40,Permannent,15,7/14/2012,4,2,3,18,United States
535,Allen,Mccall,Female,Married,TECH,4,1,3,14814,13514,53,Permannent,15,7/15/2012,3,3,3,5,United States
536,Tiffany,Donovan,Female,Divorced,Human Resources,5,1,4,19141,8861,41,Permannent,15,7/16/2012,2,2,2,21,United States
537,Sally,Garrett,Female,Single,Sales,2,1,1,5405,11924,60,Permannent,15,7/17/2012,1,1,3,2,United States
538,Dakota,Pace,Male,Divorced,TECH,3,1,1,8793,4809,27,Permannent,15,7/18/2012,4,4,2,9,United States
539,Willie,Ewing,Female,Married,Human Resources,5,1,3,19189,19562,41,Permannent,15,7/19/2012,4,3,3,22,United States
540,Isabella,Caldwell,Female,Married,Sales,1,1,2,3875,9983,50,Permannent,15,7/20/2012,4,2,3,2,United States
541,Janet,Mcgrath,Male,Single,TECH,1,1,2,2216,3872,28,Permannent,15,7/21/2012,1,4,3,7,United States
542,Jeanette,Thompson,Male,Married,TECH,3,1,1,11713,20335,36,Permannent,15,7/22/2012,1,2,3,8,United States
543,Emily,Lawson,Male,Single,TECH,3,1,3,7861,15397,38,Permannent,15,7/23/2012,3,4,4,1,United States
544,Cristian,Chavez,Male,Single,TECH,1,1,3,3708,2104,44,Permannent,15,7/24/2012,1,5,3,5,United States
545,Nina,Mullins,Female,Divorced,Sales,4,1,3,13770,10225,47,Permannent,15,7/25/2012,4,2,2,22,United States
546,Kyle,Bruce,Male,Divorced,Sales,2,1,4,5304,25275,30,Contractual,15,7/26/2012,3,2,2,8,United States
547,Jacob,Arroyo,Female,Single,Sales,1,1,3,2642,2755,29,Contractual,15,7/27/2012,3,6,3,1,United States
548,Nicholas,Kirby,Female,Divorced,TECH,1,1,3,2759,20366,42,Contractual,15,7/28/2012,3,2,3,2,United States
549,Jasmine,Chapman,Female,Married,Sales,2,1,4,6804,23683,43,Contractual,15,7/29/2012,4,5,3,2,United States
550,Jackie,Potter,Female,Single,TECH,2,1,3,6142,7360,34,Contractual,15,7/30/2012,2,2,3,5,United States
551,Rebecca,Castillo,Female,Married,TECH,1,1,1,2500,4344,23,Contractual,15,7/31/2012,2,2,4,4,United States
552,Catherine,Summers,Male,Married,Human Resources,2,1,2,6389,18767,39,Contractual,15,8/1/2012,3,3,1,8,United States
553,Clifford,Shields,Male,Married,TECH,4,1,4,11103,20420,56,Contractual,15,8/2/2012,3,1,2,10,United States
554,Chase,Davies,Female,Single,TECH,1,1,4,2342,22929,40,Contractual,15,8/3/2012,4,2,2,4,United States
555,Jeff,Mejia,Male,Single,TECH,2,1,1,6811,23398,27,Contractual,15,8/4/2012,4,2,1,7,United States
556,Brandy,Baxter,Male,Divorced,Sales,1,1,2,2297,17967,29,Contractual,15,8/5/2012,4,2,3,2,United States
557,Heidi,Valenzuela,Female,Single,TECH,2,1,4,2450,10919,53,Contractual,15,8/6/2012,4,4,3,2,United States
558,Andrew,Logan,Male,Divorced,TECH,2,1,1,5093,4761,35,Contractual,15,8/7/2012,4,2,4,1,United States
559,Virginia,Sparks,Female,Married,TECH,2,1,4,5309,21146,32,Contractual,15,8/8/2012,1,2,3,10,United States
560,Samantha,Brown,Male,Married,TECH,1,1,3,3057,20471,38,Contractual,15,8/9/2012,4,0,1,1,United States
561,Lorraine,Andersen,Female,Divorced,TECH,2,1,1,5121,4187,34,Contractual,15,8/10/2012,2,3,3,0,United States
562,Kendra,Buck,Male,Married,Sales,4,1,1,16856,10084,52,Contractual,15,8/11/2012,3,3,4,34,United States
563,Aaron,Wheeler,Female,Single,TECH,1,1,4,2686,5207,33,Contractual,15,8/12/2012,4,2,2,10,United States
564,Raven,Waters,Female,Single,Sales,2,1,4,6180,22807,25,Contractual,15,8/13/2012,3,5,2,6,United States
565,Terri,Stout,Male,Single,Sales,2,1,3,6632,12388,45,Contractual,15,8/14/2012,2,3,3,8,United States
566,Ross,Cherry,Male,Single,TECH,1,1,3,3505,19630,23,Contractual,15,8/15/2012,1,3,3,2,United States
567,Jeremy,Gonzales,Male,Single,Sales,2,1,3,6397,10339,47,Contractual,15,8/16/2012,2,2,3,5,United States
568,Edward,Mcintosh,Male,Single,Sales,2,1,4,6274,18686,34,Contractual,15,8/17/2012,4,5,3,6,United States
569,Sabrina,Wilkerson,Female,Married,TECH,5,1,1,19859,21199,55,Contractual,15,8/18/2012,4,2,3,5,United States
570,Darren,Ramirez,Female,Single,Sales,3,1,1,7587,14229,36,Contractual,15,8/19/2012,1,1,3,10,United States
571,Tanya,Burgess,Female,Married,TECH,1,1,4,4258,26589,52,Contractual,15,8/20/2012,4,3,3,4,United States
572,Connor,Benitez,Female,Divorced,TECH,1,1,4,4364,5288,26,Contractual,15,8/21/2012,1,2,3,2,United States
573,Angela,Pruitt,Female,Married,TECH,2,1,3,4335,25549,29,Contractual,15,8/22/2012,2,3,2,8,United States
574,Norma,Cline,Female,Single,Sales,2,1,1,5326,3064,26,Contractual,15,8/23/2012,4,2,2,4,United States
575,Perry,Camacho,Male,Single,TECH,1,1,4,3280,13551,34,Contractual,15,8/24/2012,2,2,3,4,United States
576,Darryl,Ballard,Female,Divorced,TECH,2,1,1,5485,22670,54,Contractual,15,8/25/2012,4,4,3,5,United States
577,Maxwell,Greene,Female,Married,Sales,2,1,4,4342,24008,27,Contractual,15,8/26/2012,3,3,3,4,United States
578,Nicole,Harrington,Female,Divorced,TECH,1,1,1,2782,19905,37,Contractual,15,8/27/2012,4,3,2,5,United States
579,Gail,Walters,Female,Single,TECH,2,1,1,5980,26085,38,Contractual,15,8/28/2012,1,2,3,15,United States
580,David,Cooper,Female,Single,TECH,1,1,1,4381,7530,34,Contractual,15,8/29/2012,3,3,3,6,United States
581,Jade,Molina,Female,Married,Sales,1,1,4,2572,20317,35,Contractual,15,8/30/2012,1,1,2,3,United States
582,Shannon,Marquez,Male,Married,TECH,1,1,3,3833,24375,30,Contractual,15,8/31/2012,4,2,3,2,United States
583,Jake,Shannon,Male,Married,TECH,2,1,2,4244,9931,40,Contractual,15,9/1/2012,3,2,3,8,United States
584,Dawn,Lowery,Female,Married,Sales,2,1,1,6500,13305,34,Contractual,15,9/2/2012,3,1,3,3,United States
585,Carrie,Newman,Male,Divorced,TECH,5,1,4,18430,16225,42,Contractual,15,9/3/2012,2,4,2,24,United States
586,Ross,Davenport,Male,Married,TECH,1,1,1,1601,3445,23,Contractual,15,9/4/2012,3,2,3,0,United States
587,Johnathan,Dudley,Female,Divorced,TECH,1,1,2,2694,26551,24,Contractual,15,9/5/2012,3,4,3,1,United States
588,Franklin,Decker,Female,Married,TECH,2,1,3,3149,21821,52,Contractual,15,9/6/2012,4,3,3,5,United States
589,Candace,Velasquez,Male,Married,TECH,4,1,3,17639,6881,50,Contractual,15,9/7/2012,3,3,3,4,United States
590,Kaylee,Skinner,Female,Married,TECH,1,1,1,2319,6689,29,Contractual,15,9/8/2012,2,1,3,1,United States
591,Francis,Carr,Male,Married,TECH,3,1,3,11691,25995,33,Contractual,15,9/9/2012,3,3,4,13,United States
592,Breanna,Yu,Female,Single,Sales,2,1,1,5324,26507,33,Contractual,15,9/10/2012,1,3,3,3,United States
593,Marco,Ramos,Female,Married,TECH,4,1,4,16752,12982,47,Contractual,15,9/11/2012,3,3,2,26,United States
594,April,Love,Female,Married,TECH,2,1,2,5228,23361,36,Contractual,15,9/12/2012,3,2,3,9,United States
595,Bryan,Wise,Male,Married,TECH,1,1,3,2700,23779,29,Contractual,15,9/13/2012,3,3,3,10,United States
596,Sabrina,Burch,Male,Single,TECH,5,1,2,19246,25761,58,Contractual,15,9/14/2012,4,2,3,31,United States
597,Evan,Kerr,Female,Single,TECH,1,1,3,2506,13301,35,Contractual,15,9/15/2012,4,0,3,2,United States
598,Luis,Knox,Female,Married,TECH,2,1,4,6062,4051,42,Contractual,15,9/16/2012,4,4,3,4,United States
599,Jo,Beasley,Female,Single,TECH,1,1,3,4382,16374,28,Contractual,15,9/17/2012,3,3,2,2,United States
600,Rebecca,Beasley,Female,Married,Human Resources,1,1,2,2143,25527,36,Contractual,15,9/18/2012,3,2,3,5,United States
601,Kristie,Good,Male,Married,TECH,2,1,3,6162,19124,32,Contractual,15,9/19/2012,3,3,3,14,United States
602,Natalie,Velasquez,Female,Single,TECH,2,1,3,5094,11983,40,Contractual,15,9/20/2012,1,6,3,1,United States
603,Dominic,Friedman,Male,Single,TECH,2,1,4,6877,20234,30,Contractual,15,9/21/2012,3,4,2,0,United States
604,Molly,Ashley,Female,Single,TECH,1,1,3,2274,6153,45,Contractual,15,9/22/2012,2,3,3,1,United States
605,Kristin,Wang,Female,Married,TECH,2,1,2,4434,11806,42,Contractual,15,9/23/2012,2,3,2,9,United States
606,Rick,Chavez,Male,Divorced,TECH,2,1,1,6288,4284,38,Contractual,15,9/24/2012,1,3,2,4,United States
607,Wyatt,Bennett,Female,Single,TECH,1,1,4,2553,8306,34,Contractual,15,9/25/2012,3,3,3,5,United States
608,Meagan,Roth,Female,Married,Sales,3,1,4,7654,5860,49,Contractual,15,9/26/2012,3,3,4,9,United States
609,Lisa,Roy,Male,Single,Sales,2,1,4,5160,21519,55,Contractual,15,9/27/2012,3,3,2,9,United States
610,Marie,Bautista,Female,Married,TECH,4,1,1,17159,5200,43,Contractual,15,9/28/2012,2,3,3,4,United States
611,Rita,Walsh,Male,Divorced,TECH,3,1,4,12808,8842,27,Contractual,15,9/29/2012,3,3,3,9,United States
612,Howard,Sosa,Female,Single,TECH,3,1,3,10221,18869,35,Contractual,15,9/30/2012,3,3,4,8,United States
613,Kenneth,Middleton,Male,Married,Sales,2,1,2,4779,3698,28,Contractual,15,10/1/2012,2,2,3,8,United States
614,Katelyn,Burns,Male,Married,Human Resources,1,1,4,3737,2243,34,Contractual,15,10/2/2012,3,1,1,3,United States
615,Douglas,Ellis,Male,Married,TECH,1,1,3,2366,20898,26,Contractual,15,10/3/2012,3,2,3,8,United States
616,Rickey,Sims,Female,Married,TECH,1,1,4,1706,16571,27,Contractual,15,10/4/2012,4,6,2,0,United States
617,Tammy,Delacruz,Female,Married,Sales,4,1,3,16307,5594,51,Contractual,15,10/5/2012,1,2,2,20,United States
618,Mallory,Warner,Male,Single,TECH,2,1,2,5933,5197,44,Contractual,15,10/6/2012,4,2,2,5,United States
619,Charlene,Abbott,Female,Single,TECH,1,1,1,3424,21632,25,Contractual,15,10/7/2012,1,3,2,4,United States
620,Bailey,Bonilla,Male,Divorced,Sales,2,1,1,4037,21816,33,Contractual,15,10/8/2012,1,5,3,9,United States
621,Jody,Carlson,Female,Single,TECH,1,1,1,2559,17852,35,Contractual,15,10/9/2012,3,3,2,6,United States
622,Theresa,Zavala,Female,Married,Sales,2,1,4,6201,2823,36,Contractual,15,10/10/2012,2,1,2,18,United States
623,Darlene,Underwood,Female,Divorced,Sales,2,1,4,4403,9250,32,Contractual,15,10/11/2012,2,3,2,5,United States
624,Amanda,Glover,Female,Divorced,TECH,1,1,4,3761,2373,30,Contractual,15,10/12/2012,2,3,2,5,United States
625,Vickie,Mcgee,Female,Married,Sales,3,1,4,10934,20715,53,Contractual,15,10/13/2012,1,3,3,5,United States
626,Laurie,Wallace,Male,Divorced,Sales,3,1,1,10761,19239,45,Contractual,15,10/14/2012,4,2,3,5,United States
627,Fernando,Escobar,Female,Married,TECH,2,1,3,5175,22162,32,Contractual,15,10/15/2012,3,3,2,5,United States
628,George,Maynard,Male,Married,TECH,4,1,4,13826,19028,52,Contractual,15,10/16/2012,3,3,3,9,United States
629,Samuel,Glover,Male,Divorced,Sales,2,1,3,6334,24558,37,Contractual,15,10/17/2012,4,2,3,1,United States
630,Heidi,Brock,Male,Divorced,Human Resources,1,1,4,4936,23965,28,Contractual,15,10/18/2012,2,6,3,5,United States
631,Bill,Pierce,Male,Married,TECH,2,1,4,4775,19146,22,Contractual,15,10/19/2012,4,2,1,2,United States
632,Max,Hanson,Female,Married,TECH,1,1,4,2818,5044,44,Contractual,15,10/20/2012,1,2,2,3,United States
633,Alexander,Benjamin,Male,Single,TECH,1,1,4,2515,9068,42,Contractual,15,10/21/2012,2,2,3,2,United States
634,Kelly,Gentry,Female,Married,Human Resources,1,1,1,2342,8635,36,Contractual,15,10/22/2012,1,3,3,5,United States
635,Brett,Petersen,Male,Married,Sales,2,1,1,4194,14363,25,Contractual,15,10/23/2012,3,3,3,5,United States
636,Lorraine,Miles,Male,Married,TECH,3,1,3,10685,23457,35,Contractual,15,10/24/2012,4,2,3,17,United States
637,Heidi,Berger,Male,Divorced,TECH,1,1,2,2022,16612,35,Contractual,15,10/25/2012,4,3,2,10,United States
638,Jaime,Kelley,Female,Divorced,TECH,1,1,4,2314,9148,32,Contractual,15,10/26/2012,4,2,3,3,United States
639,Brittany,Conner,Female,Married,Sales,2,1,1,4256,18154,25,Contractual,15,10/27/2012,3,1,4,5,United States
640,Christy,Martin,Male,Married,TECH,1,1,1,3580,10554,49,Contractual,15,10/28/2012,3,2,3,4,United States
641,Regina,Sims,Female,Married,TECH,1,1,4,3162,10778,24,Contractual,15,10/29/2012,1,2,2,5,United States
642,Ariel,Bean,Female,Married,Sales,2,1,2,6524,8891,32,Contractual,15,10/30/2012,2,3,3,10,United States
643,Troy,Weeks,Male,Married,Sales,1,1,2,2899,12102,38,Contractual,15,10/31/2012,2,3,3,2,United States
644,Carrie,Gomez,Male,Married,TECH,2,1,4,5231,23726,42,Contractual,15,11/1/2012,3,1,2,5,United States
